,Answer,Type,Difficulty,Size,Questions,Flags
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. No money actually percolates down to the grass roots, where it is actually needed. 
 b. It is no coincidence that the Maoists have emerged as a significant face precisely during the period that Nepal has been struggling with a farcical democracy. 
 c. Nepal is a country blessed with breath-taking beauty and cursed with corrupt, short-sighted politicians. 
 d. It is all intercepted midway and skimmed by venal elements. 
 e. The arrival of multiparty democracy, for empowering the common people, has only made their plight-worse. 
 
 Options
 (A) becad (B) ceadb (C) ecadb (D) acedb",B,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. The reason is obvious these markets revolve around money and money spins the wheels of the world. 
 b. Today, it is seen as the career that proves a greater role in decision-making, planning and controlling operations in any organization. 
 c. Whenever and wherever people talk of markets, financial markets occupy the centre stage. 
 d. In essence, a finance career has metamorphosized into a challenging profession in a dynamic environment that certainly includes India. 
 e. A career in finance being perceived as a back office record-keeping job is history. 
 
 Options
 (A) decba (B) caedb (C) abedc (D) ebadc",B,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. It carries a message from a manufacturer or service provider to a customer. 
 b. An advertisement is a medium. 
 c. We all know that. 
 d. And the message the medium wanted to convey in the first place is lost in a bewildering variety of frills. 
 e. But what we do know or come to know, is that the medium often becomes the message. 
 
 Options
 (A) bdeca (B) cbdea (C) baced (D) acbed",C,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. The cave man's first inventions were the hunting club and the handy sharpened stone. 
 b. With the passage of time, they developed systematized symbols from their drawings, which represented words and sentences that were easier and faster to draw, and could be universally recognized for meaning and content. 
 c. The latter was used not only as an all purpose killing and skinning tool, but got adapted later as the first writing instrument 
 d. Human beings have used some implements or the other to record their feelings, stories, etc., from time immemorial. 
 e. They used it to scratch pictures on the walls of their cave dwellings, representing scenes from everyday life. 
 
 Options
 (A) daceb (B) abdce (C) ceadb (D) acedb",A,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. But first we must understand that droughts are not natural disasters anymore. 
 b. For this, we need changes in policies and practices for the management of our water resources. 
 c. We must use this drought as the opportunity to drought proof the country. 
 d. These are ""Government-made"" disasters. 
 e. Several parts of the country are experiencing drought for the fifth consecutive year this year. 
 
 Options
 (A) cdabe (B) ecbad (C) becad (D) edabc",B,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. Yet the practice of dowry has flourished and spread even to those regions and communities which had no such tradition a few decades ago. 
 b. This scenario holds good for virtually every punitive law in our country. 
 c. In India, we remain obsessed with enacting new laws and amending them over and over to make them more and more stringent, even while the gap is forever widening between the ostensible purpose of laws and their actual use and impact on society. 
 d. For example, the Anti-Dowry Act passed in the mid 1960s has been made truly draconian through far reaching amendments in the 80s and 90s. 
 e. We have also begun to witness an increasing number of complaints against the above and misuse of anti-dowry laws. 
 
 Options
 (A) cdaeb (B) ebcad (C) cbaed (D) aecdb",A,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. They have more to gain and more to lose. 
 b. So even if you could take a defence of justification, proving or justifying contempt may well be impossible. 
 c. They need to protect each other. 
 d. The corrupt, unlike the honest, stand together. 
 e. There is a vested interest. 
 
 Options
 (A) dceab (B) eabcd (C) bcdae (D) cdeab",A,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. But the situation has changed in recent times and we are seeing judges getting involved in corruption. 
 b. In this changed scenario, a special committee must be constituted to look into the affairs of the judiciary. 
 c. Indians have great faith in the Indian judicial system. 
 d. Due to this people are losing faith in the judiciary. 
 e. They consider the judiciary supreme. 
 
 Options
 (A) bceda (B) abced (C) ceadb (D) ecadb",C,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. This brings us to nutrigonomics, which looks at the effect of nutrition at the molecular and genetic level. 
 b. The publication of the human ""blue print"" has trigged an explosion in pharmaceutical research to utilize this knowledge to design better drugs that consider the genetic makeup of susceptible individuals. 
 c. People already make dietary choice based on their genetics, such as switching to soya milk for lactose intolerance, using cholesterol lowering spreads etc. 
 d. With the publication of the human genome we are entering the era of genetic nutrition. 
 e. Food companies will be able to design food based on particular groups sharing the same genetic make up. 
 
 Options
 (A) bcaed (B) cdeab (C) ebcad (D) dbeca",D,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. The death of a language means the passing of many things a way of life, a cultural identity, a repository of indigenous knowledge.
 b. The outpouring of nostalgic sorrow and ruminative melancholy over the death at 85, of Boa Sr, the last speaker of the Bo, one of the ten languages of the tribes that populated the Great Andaman archipelago is recognition that the passing of this grand old lady represents the irreplaceable loss of a part of the world's heritage, the passage of the remnants of a living culture into memory. It is a reminder of the fragility of the indigenous people of the Andaman islands and the importance of protecting their lives and their culture which dates back an estimated 70,000 years from further degradation in the home of 'upliftment' and 'civilisation'.
 c. Once in residence along the length of the Great Andaman region, they now live in the tiny Strait Island, largely deprived of their cultural and linguistic identities.
 d. Language is not merely a mechanical means of communication but a medium that shapes the very way we think; as the Austrian Philosopher Ludwig Wittgenstein observed, the limits of one's language are the limits of one's world.
 e. The dwindling numbers of indigenous people, most of whom were either killed by British colonisers or died through diseases imported by settlers, is reflected starkly in the population of Great Andamanese, down to around 50 from an estimated 5,000 a century ago.
 
 Options
 (A) becd (B) dbec (C) dbce (D) bced",B,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. The global ban on the pernicious cluster bombs that drop deadly explosives in their hundreds over vast areas inflicting indiscriminate death and devastation cannot conceal the utter contempt the big powers had for the post-World War II Geneva conventions on humanitarian law that seeks to protect civilian populations during combat operations.
 b. Cluster bombs, an anti-vehicle weapon from World War-II, outlawed under the new United Nations Convention, are also de facto anti-personal landmines to the extent that where they fail to detonate an impact, they explode when unearthed years after the end of conflicts, maiming and killing unsuspecting civilians in their thousands.
 c. Small wonder then that flagrant violations of the terms of engagement of these powers in West Asia are routine, and the apologies proffered, often as an after-thought and only after much public indignation and outrage, have become equally routine.
 d. Worse, the obdurate refusal of the major arms manufacturing and procuring countries such as the United States, Russia, Israel, China, India. and Pakistan to accede to the pact underscores the fact that a minority of countries, some of them democracies to wit, stand isolated on a concrete step to promote international peace and multilateralism.
 e. Indeed, the relative success recorded in the abolition of landmines, banned in 1997 with support from the U.S., is often attributed to this similarity with cluster bombs, used extensively by the allied forces in Afghanistan and Iraq; not to mention Israel which deployed them in 2006 against Lebanon.
 
 Options
 (A) dbec (B) bced (C) bedc (D) dceb",A,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. In what is seen as a major reversal of its policy. the International Monetary Fund in a recent paper has said that capital controls are sometimes justified ""as part of the policy tool kit"" for an economy dealing with surging flows.
 b. Its recognition of the need for controls comes at a time when many emerging economies, including India, are having inflows at such a high level as to pose a challenge to their macroeconomic management.
 c. For the recipient countries, the consequences of such large flows have been mixed.
 d. With the global economy recovering from the recession, capital from the developed world has been turning to the emerging markets for better returns.
 e. Historically low interest rates in the rich countries and a greater tolerance to risks have aided and abetted this trend.
 
 Options
 (A) ecbd (B) dceb (C) cebd (D) decb",C,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. For months, climate scientists have taken a vicious beating in the media and on the Internet, accused of hiding data, covering up errors and suppressing alternate views. Their response until now has been largely to assert the legitimacy of the vast body of climate science and to mock their critics as cranks and know-nothings.
 b. The unauthorised release last fall of hundreds of e-mail messages from a major climate research centre in England, and more recent revelations of a handful of errors in a supposedly authoritative U.N. report on climate change have created what a number of top scientists say is a major breach of faith in their research.
 c. Tentatively and grudgingly they are beginning to engage their critics, admit mistakes, open up their data and reshape the way they conduct their work.
 d. They say the uproar threatens to undermine decades of work and has badly damaged public trust in the scientific enterprise.
 e. But the volume of criticism and the depth of doubt have only grown, and many scientists now realise they are feeling a crisis of public confidence and have to fight back.
 
 Options
 (A) debc (B) cedb (C) cebd (D) ecbd",D,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. Mobile phones revolutionised communications in the last decade, bringing basic voice and data access to countless people.
 b. As governments everywhere have been discovering, these devices have raised productivity and are driving economic growth.
 c. The experience in Haiti showed that these gadgets can save lives. In the wake of the recent earthquake, an injured man used an iphone application to diagnose his condition and apply first aid; a teenager updated her social networking site to tell the world that she was alive in the rubble.
 d. The mobile industry body GSMA estimates that there are over 45 billion wireless connections worldwide today.
 e. India should now be paying more attention to this sector as the phones become smarter and open up new possibilities.
 
 Options
 (A) bced (B) dbec (C) bcde (D) cbde",B,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. The twin goals of Indian economic planning have been rapid all-round economic growth and equitable sharing of the fruits of development.
 b. The country has made significant economic progress in realising the first objective. But the second goal has remained elusive.
 c. The Indian government has already initiated action on the right lines by enhancing outlay on infrastructure, particularly on highways power and other public works, the NREGA, supply of food grains to the poor at subsidised rates and so on. But more needs to be done.
 d. The world financial crisis offers an opportunity to make a course correction and advance towards inclusive growth.
 e. After six decades of planned economic development, the disparities have widened and some three quarters of the population are mired in poverty. It is generally agreed that the Keynesian prescription of stepping up public spending for the management of aggregate demand is the most potent weapon to fight a recession.
 
 Options
 (A) dceb (B) cbde (C) cebd (D) bced",A,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. The Vikings of yore were crazy about building ships that sailed the unchartered oceans and helped them conquer new lands.
 b. Every few years, the cruise line builds bigger and glossier ships, raising the bar for itself and the cruise industry as a whole.
 c. Royal Caribbean International has robust Viking blood coursing through its veins.
 d. We saw the vision in white-berthed at Fort Lauderdale, Florida, a 5 billion dollar ship that was more breath-taking than any of its predecessors, it is not just a floating hotel but a self-contained city.
 e. The Company head quartered in Miami, Florida, started life as a consortium of three Norwegian companies, and today has the largest ship ever to sail the seven seas. It continues to set new benchmarks, most recently with the launch this December of the Oasis of the Seas, the largest cruise ship afloat.
 
 Options
 (A) cedb (B) cdbe (C) cbed (D) cebd",D,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. Livestock rearing is a key livelihood and risk mitigation strategy for small and marginal farmers, particularly across the rain-fed regions of India.
 b. However, it is a very important fact that livestock wealth is much more equitably distributed than wealth associated with land.
 c. Livestock products comprised 32 per cent of the total value of agriculture and allied activities in 2006-07 which was a noticeable increase from 27 per cent in 1999-2000 and from 1980-81 when it represented 14 per cent of the agricultural gross domestic product. The livestock sector has therefore been growing faster than many other sectors of agriculture and if this trend continues, then the sector will be the engine of growth for Indian agriculture that many have predicted.
 d. Thus, when we think of the goal of inclusive growth, we should not forget that from equity and livelihood perspectives, livestock rearing must be at the centre of the stage in poverty alleviation programmes.
 e. Most often we see livestock as providers of essential food products, drought power, manure, employment, household income and export earnings.
 
 Options
 (A) bced (B) cebd (C) bcde (D) cedb",B,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. In the past five years, life in Sauri the bushy little patch of western Kenya has improved dramatically. Agricultural yields have doubled, child mortality has dropped by 30 per cent, school attendance has shot up and so have test scores, putting one local school second in the area, when it used to be ranked 17th and cell phone ownership has increased fourfold.
 b. Sauri was the first of what are now more than 80 Millennium Villages across Africa, as showcase project that was the dream child of Jeffrey D. Sachs, the Harvard trained, Columbia University economist who runs with an Atist crowd: George Soros, Kofi Annan, both Bills (Clinton and Gates), Ban-Ki-Moon and others. His intent was to show that tightly focussed, technology based and relatively straightforward programs on a number of fronts simultaneously - health care, education, job training - could rapidly lift people out of poverty.
 c. There is a palpable can-do spirit that infuses the muddy lanes and family compounds walled off by the fruity-smelling lantana bushes.
 d. In Sauri, at least, it seems to be working.
 e. People who have grown bananas for generations are learning to breed catfish, and women who used to be terrified of bees are now lulling them to sleep with smoke and harvesting the honey.
 
 Options
 (A) bdce (B) bcde (C) ecbd (D) cebd",D,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. India is undergoing enormous change. In a very short time, many Indians have become richer, and our country is now often described as a ""world player"" economically and politically. Despite this transformation, our rich history, culture and traditions rightly remain important.
 b. Women's work is denied recognition or proper pay. They face enormous obstacles in having their voices heard and in claiming rights and freedom that are enshrined in our constitution and laws but denied in practice.
 c. We have, however, to be realistic. These traditions are used to justify out-dated and unfair practices which feed inequality and trap many millions in poverty.
 d. Women and girls in particular find themselves excluded from opportunities, with the poorest terribly vulnerable to exploitation, neglect and abuse.
 e. Indeed, our success rests on this potent combination of the old and the new.
 
 Options
 (A) ecdb (B) ecbd (C) cbde (D) cebd",A,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. A lean bare man on the banks of a river near Champaran, his eyes moist with sadness, lets go of his shawl for a poor woman downstream to cover herself and her child.
 b. Nearly a century later there is little evidence - in reel or real life of the high moral ground once straddled by that generation.
 c. The gentle giant - loved as Bapu and revered as the Mahatma epitomised the philosophy of public service as one who gave up everything to be one among the huddled millions.
 d. The brazen parade of the Prada Prado set zipping across cities in cavalcades, appropriating security funded by public money is evidence that politics has since morphed into a largely self- serving enterprise.
 e. The poignant moment from Richard Attenborough's biopic on Gandhi is perhaps the most eloquent image of selfless politics.
 
 Options
 (A) cebd (B) becd (C) bced (D) ecbd",D,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. Moonlighting or doing an add-on-job has been a popular solution for several needs. Growing expenses and the desire to live a more abundant life are the most common among them. Testing grounds for a career shift, gaining experience, expanding knowledge and expertise, job- satisfaction and nurturing passion are some others.
 b. The recent recession provided an additional impetus to moonlighting. Job cuts, inadequate salaries and shrinking working hours encouraged more people to take up add-on jobs.
 c. Of late, moonlighting is getting popular among youth who are very choosy and careful about the kind of career they would pursue and roles they assume. It helps them to make the right choice and also to grow faster by increasing their knowledge and experience.
 d. However, moonlighting is not a cakewalk. It poses problems to both employees and employers.
 e. Some young employers are considering secondary jobs as practical solution to be better prepared for situations like down-sizing and downturns that are probable again in future.
 
 Options
 (A) bced (B) cbed (C) cebd (D) becd",B,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. The recent proposal to introduce a new medical course, Bachelor of Rural Health Care, has been met with resistance from many sections of the medical fraternity. Its opponents argue that it will result in second-class health care for rural India and increase the rural-urban divide. They suggest other solutions.
 b. Most of these recommendations are not new have been around for decades and do not directly address the reality of health and health care in rural India.
 c. Setting up of new medical colleges in north India, an increase in the permissible number of seats in existing institutions and private-public partnerships to improve rural health infrastructure are also suggested as remedies.
 d. Cynics would argue that these are suggested to tinker with the existing system, with the aim of actually maintaining the status quo.
 e. The compulsory posting of fresh medical graduates with weightage for rural service in selection to post-graduate courses is citied as an answer to improve health care in rural parts of the country.
 
 Options
 (A) bced (B) cebd (C) ebcd (D) ecbd",D,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. In three decades, India has not seen any success at the highest level in its 'national game'.
 b. The host crashed to three successive defeats, suggesting an eventual placing not much higher than what India has achieved in the competition since winning its solitary title at Kualamapur in
 
 c. In the tough world of international hockey. fitness, speed, agility, and tactics, which were displayed so splendidly by the Australian side, count more than reputations. The tournament has exposed the chasm that exists between India and the top teams in these areas.
 d. The Euphoria that followed a win over Pakistan in the 2010 World Cup tournament in Delhi was short-lived.
 e. Ranked 12th before going into this World Cup, the team can be reasonably pleased with a place in the top eight.
 
 Options
 (A) dbec (B) bcde (C) bedc (D) debc",A,Parajumble,,,,
"Direction:  there are five sentences/paragraphs. The sentence/paragraph labelled a is in its correct place. The four that follow are labelled b, c, d and e, and need to be arranged in the logical order to form a coherent paragraph/passage. From the given options, select the most appropriate option.
 
 
 a. A spate of reforms in the field of education, some of them already implemented and some awaiting implementation, have brought the subject of education into the focus of public debate.
 b. Moves towards public-private-partnership in education, the legislation on the Right to Education, the proposal to create a National Commission for Higher Education and Research and steps towards compulsory accreditation, foreign direct investment and prevention of unfair practices also come in the same genre.
 c. There is some recognition of the role that education plays in national development.
 d. The reforms include the abolition of examinations at the class X level, the unification of syllabi of higher secondary courses and the introduction of a national common entrance examination.
 e. To be fair, education is getting the attention that is due for it from the central government for the first time since the great initiatives in institution- building in the post-Independence period.
 
 Options
 (A) bdec (B) bdce (C) dbec (D) edbc",C,Parajumble,,,,
"In the following question there are sentences that form a paragraph. Identify the sentence(s) or part(s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation and logical consistency). Then select the most appropriate option.

(a) Affluenza, a term used by critics of consumerism, a portmanteau of affluence and influenza.
(b) Sources define this term as a painful,
(c) contagious, socially transportable condition.
(d) of overload, dust, anxiety and waste resulting,
(e) from the dogged pursuit of more.

(A) (a), (b) and (e)
(B) (b) and (e)
(C) (a), (c) and (d)
(D) (a) and (d)",B,Error Identification,,,,
"In the following question there are sentences that form a paragraph. Identify the sentence(s) or part(s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation and logical consistency). Then select the most appropriate option.

(a) It took all human history
(b) to build the seven trillion dollar
(c) world economy of 1950;
(d) today economical activity grows by
(e) that amount every decade.

(A) (b), (c) and (e)
(B) (a), (c) and (d)
(C) (a) and (d)
(D) (b) and (e)",A,Error Identification,,,,
"In the following question there are sentences that form a paragraph. Identify the sentence(s) or part(s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation and logical consistency). Then select the most appropriate option.

(a) Undoubtedly, the biggest scientific impact of all
(b) have come in the field of dating
(c) where the invention of radiocarbon dating after Second World War
(d) at last gave archaeologists the 'holy grail'
(e) of obsolete dates for any organic material.

(A) (a) and (d)
(B) (b) and (e)
(C) (c) and (d)
(D) (a) and (c)",A,Error Identification,,,,
"In the following question there are sentences that form a paragraph. Identify the sentence(s) or part(s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation and logical consistency). Then select the most appropriate option.

(a) None evoke more interest or enthusiasm
(b) then the remains of Ancient Egypt.
(c) The decipherment of this great civilisation's writing system
(d) by means of the Rosetta Stone
(e) stands as one of the classic episode in archaeological detective work.

(A) (c), (d) and (e)
(B) (a), (c) and (d)
(C) (c) and (d)
(D) (b) and (e)",C,Error Identification,,,,
"In the following question there are sentences that form a paragraph. Identify the sentence(s) or part(s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation and logical consistency). Then select the most appropriate option.

(a) King Solomon, the wise, a great builder,
(b) according to the biblical accounts of his reign.
(c) Many monuments uncovered in archaeological sites
(d) in Israel have been attributed to Solomon's reign
(e) yet none have remained unchallenged.

(A) (a) and (e)
(B) (b), (c) and (d)
(C) Only (c)
(D) Only (d)",B,Error Identification,,,,
"Read the sentence to find out whether there is any error in it. The error if any will be in one part of the sentence. The letter corresponding with that part is the answer.

All good schools / insist / that students / to obey rules.

(A)
(B)
(C)
(D)",D,Error Identification,,,,
"Read the sentence to find out whether there is any error in it. The error if any will be in one part of the sentence. The letter corresponding with that part is the answer.

It rained / despite of the firing / by Chinese authorities of thousands of rockets / with silver iodide crystals at the sky

(A)
(B)
(C)
(D)",B,Error Identification,,,,
"Read the sentence to find out whether there is any error in it. The error if any will be in one part of the sentence. The letter corresponding with that part is the answer.

The Indian IT industry / is / coping up / with a lot of problems these days.

(A)
(B)
(C)
(D)",C,Error Identification,,,,
"Read the sentence to find out whether there is any error in it. The error if any will be in one part of the sentence. The letter corresponding with that part is the answer.

Ramana the fisherman enlightened / lives / every moment he is by the pond / in a state of super consciousness.

(A)
(B)
(C)
(D)",A,Error Identification,,,,
"Read the sentence to find out whether there is any error in it. The error if any will be in one part of the sentence. The letter corresponding with that part is the answer.

The Italian automaker Fiat is not only working for / revival plans in India / but is also drawing up plans / to start export of cars.

(A)
(B)
(C)
(D)",A,Error Identification,,,,
"Identify the grammatically correct one and mark its corresponding letter as your answer.

The government has forbidden to drivers to enter the city centre during certain hours.

(A) has forbidden to drivers to enter
(B) has forbidden drivers to entering
(C) has forbidden drivers from entering
(D) had forbidden drivers enter",C,Error Identification,,,,
"Identify the grammatically correct one and mark its corresponding letter as your answer.

India along with a few other South Asian countries, has been cushioned from the worst effects of the recession.

(A) has been cushioned from
(B) have been cushioned from
(C) had been cushioned in against
(D) has been cushioned off from",A,Error Identification,,,,
"Identify the grammatically correct one and mark its corresponding letter as your answer.

A number of wooden platforms were built for the traders to set up shop.

(A) A number of wooden platforms were built
(B) A number of wooden platforms was built
(C) The number of wooden platforms are built
(D) The number of wooden platforms had been built",A,Error Identification,,,,
"Identify the grammatically correct one and mark its corresponding letter as your answer.

I'm planning to visit Japan in the beginning of June.

(A) in the beginning of June
(B) beginning in the June
(C) at the beginning of June
(D) from the beginning of the June",C,Error Identification,,,,
"Identify the grammatically correct one and mark its corresponding letter as your answer.

After receiving the transfer orders, I packed all utensils and chinas in a separate box.

(A) all utensils and chinas in a separate box
(B) all the utensils and china in a separate box
(C) all utensil and china in separate boxes
(D) all the utensil and chinas in separate boxes",B,Error Identification,,,,
"the word at the top is used in four different ways, A to D. Select the option in which the usage of the word is INCORRECT or INAPPROPRIATE.

CONFIDENCE

(A) Creating opportunities for employment is the best way for the government to win people's confidence.
(B) She will not reveal her secrets to you unless she takes you in her confidence.
(C) Eliza told me in confidence that she would be resigning soon.
(D) The doctors could not say with confidence that the patient would gain full use of his limbs after the surgery.",B,Contextual Vocab,,,,
"the word at the top is used in four different ways, A to D. Select the option in which the usage of the word is INCORRECT or INAPPROPRIATE.

SUIT

(A) The man has decided to file a suit against the company.
(B) There are four suits in every pack of cards.
(C) He looks fit and strong, this weather suits him well.
(D) He suddenly got up and left the room and his wife followed the suit.",D,Contextual Vocab,,,,
"the word at the top is used in four different ways, A to D. Select the option in which the usage of the word is INCORRECT or INAPPROPRIATE.

BOTTOM

(A) She found something written on the bottom of the plate.
(B) You can save fuel if you go up the hill or cliff in bottom gear.
(C) His career has touched bottoms with the release of his latest album.
(D) He started at the bottom and worked his way up to become successful in life.",C,Contextual Vocab,,,,
"the word at the top is used in four different ways, A to D. Select the option in which the usage of the word is INCORRECT or INAPPROPRIATE.

HAMMER

(A) The sculptor carved the stone with hammer and chisel.
(B) The child hammered at the door but there was no response.
(C) The activists have been hammering at their non-smoking campaign.
(D) The property is likely to come under the hammer next week.",A,Contextual Vocab,,,,
"the word at the top is used in four different ways, A to D. Select the option in which the usage of the word is INCORRECT or INAPPROPRIATE.

IDENTIFY

(A) The victim was asked to identify her attacker in a police line-up.
(B) When the man who was arrested refused to identify during interrogation, the police resorted to violence.
(C) I didn't enjoy the book because I could not identify with any of the main characters.
(D) You shouldn't make the mistake of identifying wealth with happiness.",B,Contextual Vocab,,,,
" an idiomatic expression and its four possible meanings are given. Pick out the correct meaning of the idiomatic expression and mark the letter corresponding with that meaning as your answer.

The Prime Minister said that India was left with no option but to tap, root and branch, its sources of hydel energy.

(A) viciously
(B) completely
(C) complacently
(D) only",B,Contextual Vocab,,,,
" an idiomatic expression and its four possible meanings are given. Pick out the correct meaning of the idiomatic expression and mark the letter corresponding with that meaning as your answer.

Caroline Kennedy, daughter of the late president John Kennedy, was received with open arms, wherever she went, while she was campaigning for Obama.

(A) with a sneer
(B) with complete hostility
(C) with fanfare
(D) with a warm welcome",D,Contextual Vocab,,,,
" an idiomatic expression and its four possible meanings are given. Pick out the correct meaning of the idiomatic expression and mark the letter corresponding with that meaning as your answer.

The mother of the slain Noida school girl Aarushi said that she would fight tooth and nail to stop filmmakers making movies or teleserials on her daughter's murder.

(A) vigorously
(B) sincerely
(C) repeatedly
(D) passively",A,Contextual Vocab,,,,
" an idiomatic expression and its four possible meanings are given. Pick out the correct meaning of the idiomatic expression and mark the letter corresponding with that meaning as your answer.

The news that the case of corruption against the former Chief Minister was upheld by the lower courts spread like wildfire in the whole state.

(A) spread wildly
(B) spread fully
(C) spread rapidly
(D) spread forcefully",C,Contextual Vocab,,,,
" an idiomatic expression and its four possible meanings are given. Pick out the correct meaning of the idiomatic expression and mark the letter corresponding with that meaning as your answer.

Ever since my neighbour purchased a new car, his wife puts on airs.

(A) acts smart
(B) behaves rude
(C) acts important
(D) behaves modestly",C,Contextual Vocab,,,,
